,code,title
1126,ATS4137,Special reading unit 1 (Honours)
1127,ATS4171,Advanced readings in media and communications studies
1128,ATS4230,Arts honours thesis
1129,ATS4231,Arts honours thesis A
1130,ATS4232,Arts honours thesis B
1131,ATS4257,Interpreting the past through archaeology
1132,ATS4280,Contemporary film theory and criticism
1133,ATS4281,"Professional screen pathways: Research, industry and practice"
1134,ATS4286,Final journey: Remembering the Holocaust
1135,ATS4289,"Medieval dialogues: Reason, mysticism and society"
1136,ATS4311,Text and community in Medieval and Renaissance Italy
1137,ATS4328,"Theories, concepts and controversies in Politics and International Relations"
1138,ATS4333,"Issues in politics, governance and research"
1139,ATS4348,Theme and genre in literary studies
1140,ATS4367,Placement research project for honours in international studies
1141,ATS4373,Honours professional project
1142,ATS4374,Honours specialist seminar
1143,ATS4375,Honours research seminar
1144,ATS4451,Music honours research A
1145,ATS4452,Music honours research B
1146,ATS4520,Honours research methods
1147,ATS4521,Disciplinary debates and theories: Advanced academic practice
1148,ATS4699,"Criminology honours coursework: Research, practice and policy"
1149,ATS4702,Classical languages for researchers
1150,ATS4834,Music honours project
1151,ATS4868,Philosophy honours A
1152,ATS4869,Philosophical and Historical Studies Honours B
1153,ATS4924,Honours: Social sciences research methods
1154,AVM5001,Aviation physiology
1155,AVM5002,Hazards of aviation environment
1156,AVM5003,Clinical aviation medicine
1157,AVM5004,Regulatory Aviation Medicine
1158,AVM5005,Human Factors in Aviation
1159,AVM5006,Aviation safety and accident intervention
1160,AVM5007,Operational Aviation Medicine
1161,AVM5008,Research project
1162,AZA1001,Introduction to development studies
1163,AZA1010,Fundamentals of political science
1164,AZA1019,Psychology: Introduction 1A
1165,AZA1285,Child and youth development in South Africa: A person-in-environment perspective
1166,AZA1286,Child and youth development: A five-level developmental model
1167,AZA1433,Interpersonal communication
1168,AZA2010,Political ideologies
1169,AZA2015,Biological and cognitive psychology
1170,AZA2490,Research assessment
1171,AZA2495,Social and community psychology
1172,AZA2633,World cities: A historical and comparative analysis
1173,AZA2723,Methodological issues in the social sciences
1174,AZA2762,Health and safety guidelines for children and youth
1175,AZA2763,"Child and youth assessment: Risk and protective factors, signs and symptoms"
1176,AZA2785,Legal aspects of journalism
1177,AZA2789,Journalism: Video perspectives
1178,AZA3010,Competing models of political economy
1179,AZA3015,"War, peace and international security"
1180,AZA3018,Research design and quantitative methods
1181,AZA3031,Public relations campaigns and events
1182,AZA3135,Abnormal behaviour
1183,AZA3184,Public relations work integrated learning
1184,AZA3301,Social inclusion internship: Working on migrant and refugee settlement in multicultural communities
1185,AZA3360,Psychotherapy and counselling
1186,AZA3380,Sociology of development
1187,AZA3453,Research fundamentals
1188,AZA3463,Criminal behaviour in South Africa: A psychosocial approach
1189,AZA3465,Personality
1190,AZA3466,Women and crime: Damsels in distress
1191,AZA3542,Geographical information systems: FOSS geo-informatics
1192,AZA3546,Environmental impact assessment
1193,AZA3548,Environmental policy and resource management
1194,AZA3550,Climatology
1195,AZA3629,"Beliefs, religion and spirituality: A global perspective"
1196,AZA3640,Philosophy of war and global conflict
1197,AZA3641,Diplomacy in contemporary international relations
1198,AZA3644,South Africa: Democracy and development
1199,AZA3688,Foreign policy: Introduction
1200,AZA3703,The global politics of arms control and disarmament
1201,AZA3717,Medical sociology
1202,AZA3720,Sociological perspectives on youth culture and social change
1203,AZA3737,South Africa and African social justice
1204,AZA3744,School of Social Science workplace internship
1205,AZA3764,Consulting
1206,AZA3769,Family functioning and child abuse: The child and youth care worker's role
1207,AZA3770,Intermediary services in courts: Protecting the rights of the child and youth victim
1208,AZA3771,"Management of community projects: Working preventatively with children, youth and families"
1209,AZA3772,Field placements in child and youth care settings
1210,AZA3806,Reporting economic and business issues
1211,AZA3808,Investigative journalism in the South African and African context
1212,AZA3810,Reporting sport and sport cultures
1213,AZA3871,Environmentalism: A philosophical perspective
1214,AZA3919,Professional placement in journalism: South Africa
1215,AZA4445,Social issues in psychology
1216,AZA4450,Researching for social sciences and humanities
1217,AZA4480,Psychological testing and assessment
1218,AZA4721,Communication and media practice applied
1219,AZA4743,"Theoretical perspectives of conflict, crime, victimisation and criminal justice"
1220,AZA4778,Social science honours dissertation A
1221,AZA4779,Social science honours dissertation B
1222,AZA4810,The globalisation of civil and human rights
1223,AZA4889,Advanced concepts in geography and environmental science
1224,BCH2011,Structure and function of cellular biomolecules
1225,BCH2022,Metabolic basis of human diseases
1226,BCH3021,Cellular organisation: Organelle structure and function in health and disease
1227,BCH3031,Functional genomics and molecular medicine
1228,BCH3042,Cell signal transduction: Role in cancer and human disease
1229,BCH3052,Protein biology: From sequence to structure and disease
1230,BCH3990,Action in biochemistry research project
1231,BEH1001,Business and economics exchange unit
1232,BEH1002,Business and economics exchange unit
1233,BEH1003,Business and economics exchange unit
1234,BEH1004,Business and economics exchange unit
1235,BEH2001,Business and economics exchange unit
1236,BEH2002,Business and economics exchange unit
1237,BEH2003,Business and economics exchange unit
1238,BEH2004,Business and economics exchange unit
1239,BEH3001,Business and economics exchange unit
1240,BEH3002,Business and economics exchange unit
1241,BEH3003,Business and economics exchange unit
1242,BEH3004,Business and economics exchange unit
1243,BEH3005,Business and economics exchange unit
1244,BEH3006,Business and economics exchange unit
1245,BEH4001,Business and economics exchange unit
1246,BEH4002,Business and economics exchange unit
1247,BEH4003,Business and economics exchange unit
1248,BEH4004,Business and economics exchange unit
1249,BEH5001,Business and economics exchange unit
1250,BEH5002,Business and economics exchange unit
1251,BEH5003,Business and economics exchange unit
1252,BEH5004,Business and economics exchange unit
1253,BEH5901,Business and economics exchange unit
1254,BEH5902,Business and economics exchange unit
1255,BEH5903,Business and economics exchange unit
1256,BEH5904,Business and economics exchange unit
1257,BEI5411,Creativity and entrepreneurship
1258,BEO5113,Industry project A
1259,BEO5114,Industry project B
1260,BES3120,Perspectives on global business issues
1261,BEV5113,Industry project A
1262,BEV5114,Industry project B
1263,BEW3001,Ethics and sustainability in a business environment
1264,BEW3102,Experiential learning project
1265,BEW3110,Work experience program
1266,BEW3202,International study program in business
1267,BEW3555,Integrative business practices
1268,BEW4000,Research methodology 1
1269,BEW4010,Research methodology 2
1270,BEW4020,Directed studies 1
1271,BEW4030,Directed studies 2
1272,BEW4100,Research project and report
1273,BEW5000,Managing in a global context
1274,BEX2000,Digital technology and business
1275,BEX2010,Intermediate macroeconomics
1276,BEX2400,Business relationships and communication in a technology driven world
1277,BEX2401,Complexity in business
1278,BEX2410,Introductory econometrics
1279,BEX2411, Entrepreneurial mindsets and capabilities
1280,BEX2421,Harnessing big data for business and society
1281,BEX2440,Mathematics for economics and business
1282,BEX2500,Integrative thinking in a dynamic world
1283,BEX2511,Scenarios: Trends and disruptions
1284,BEX2520,Probability and statistical inference for economics and business
1285,BEX2722,Engaging with international business - Australia
1286,BEX2750,Monash innovation guarantee 
1287,BEX3000,Current issues in business
1288,BEX3006,Industry placement
1289,BEX3012,Industry placement
1290,BEX3024,Industry placement
1291,BEX3106,Industry placement
1292,BEX3112,Industry placement
1293,BEX3120,Venture capital and the startup ecosystem
1294,BEX3150,Sustainability practice and organisations
1295,BEX3300,Business and design
1296,BEX3350,Consulting project
1297,BEX3351,Consulting project
1298,BEX3400,Principles of econometrics
1299,BEX3410,Applied econometrics
1300,BEX3411,Entrepreneurship
1301,BEX3412,Innovation and entrepreneurship in Silicon Valley
1302,BEX3413,Entrepreneurship and creativity in an international context
1303,BEX3415,Start-up fastrack 1
1304,BEX3416,Start-up fastrack 2
1305,BEX3450,Consulting project
1306,BEX3460,Financial econometrics
1307,BEX3500,Current issues in commerce
1308,BEX3501,"Governance, ethics, leadership and diversity"
1309,BEX3521,What is the future of capitalism?
1310,BEX3600,Current issues in business administration
1311,BEX3622,Issues in global business
1312,BEX3710,Labour economics
1313,BEX3722,Engaging with international business
1314,BEX3723,Engaging with international business
1315,BEX3724,Engaging with international business - Asia
1316,BEX3725,Engaging with international business 
1317,BEX3726,Engaging with international business - Data science and AI at HEC Montreal
1318,BEX3727,Engaging with international business - Latin America
1319,BEX3728,Engaging with international business
1320,BEX3729,Engaging with international business - Exchange
1321,BEX3730,Engaging with international business - Asia
1322,BEX3750,Monash innovation guarantee
1323,BEX4120,Actuarial practice 2
1324,BEX4130,Asset liability management
1325,BEX4410,Macroeconometrics
1326,BEX4650,Microeconomics
1327,BEX4670,Economic development
1328,BEX4690,International trade
1329,BEX4810,Public economics
1330,BEX5001,Industry placement
1331,BEX5006,Consulting project
1332,BEX5012,Industry placement
1333,BEX5060,Challenges in global agribusiness
1334,BEX5112,Consulting project
1335,BEX5114,Start-up finance and accounting
1336,BEX5120,"Structuring, IP and venture capital for start ups"
1337,BEX5200,Climate change and carbon management strategies
1338,BEX5400,Statistical theory and practice
1339,BEX5410,Bayesian inference and data analysis
1340,BEX5411,Creativity and entrepreneurship
1341,BEX5413,Technology and innovation for start-ups
1342,BEX5415,Start-up fastrack 1
1343,BEX5416,Start-up fastrack 2
1344,BEX5420,Microeconometrics
1345,BEX5460,Financial econometrics 2
1346,BEX5463,Advanced buyer behaviour
1347,BEX5479,Empirical strategies for policy evaluation
1348,BEX5481,Economic research project 1
1349,BEX5482,Economic research project 2
1350,BEX5501,Leadership: People and performance
1351,BEX5502,Leadership: Organisational strategy and performance
1352,BEX5503,Business environment
1353,BEX5504,Indigenous business leadership study program
1354,BEX5505,Industry research project
1355,BEX5506,Accounting and finance for business leaders
1356,BEX5601,Business environment
1357,BEX5650,Microeconomic theory
1358,BEX5660,Macroeconomic theory
1359,BEX5707,Business insights from data analysis
1360,BEX5722,Engaging with international business
1361,BEX5723,Engaging with international business 
1362,BEX5724,Engaging with international business
1363,BEX5725,Engaging with international business 
1364,BEX5727,Engaging with international business - Latin America
1365,BEX5729,Engaging with international business - Exchange
1366,BEX5800,Global business
1367,BEX5810,Sustainable business and innovation
1368,BEX5831,European business and society
1369,BEX5832,European business and society
1370,BEX5850,Mathematical economic theory
1371,BEX5861,Business practice
1372,BEX5862,Business practice
1373,BEX5870,Empirical methods in health economics
1374,BEX5871, Topics in health economics
1375,BEX5900,Microeconomics
1376,BEX6001,Foundations of accounting research
1377,BEX6002,Current issues in accounting research
1378,BEX6003,Contemporary issues in management research
1379,BEX6011,Issues in asset pricing
1380,BEX6012,Issues in corporate finance
1381,BEX6100,Advanced quantitative research methods
1382,BEX6200,Advanced qualitative research methods
1383,BEX6220,Theory in organisational research
1384,BEX6300,Philosophy of research
1385,BEX6400,Empirical methods for economic analysis
1386,BEX6401,Theories of marketing
1387,BEX6500,Statistical inference
1388,BEX6510,Foundations of econometrics
1389,BEX6650,Research topics in advanced microeconomics
1390,BEX6660,Research topics in advanced macroeconomics
1391,BEX6990,Research strategies and methods in business law
1392,BFB1001,Foundations of finance
1393,BFB2140,Corporate finance 1
1394,BFB3121,Investments and portfolio management
1395,BFC2140,Corporate finance 1
1396,BFC2751,Derivatives 1
1397,BFC3140,Corporate finance 2
1398,BFC3170,Management of financial intermediaries
1399,BFC3240,International finance
1400,BFC3241,Equities and investment analysis
1401,BFC3340,Derivatives 2
1402,BFC3341,Debt markets and fixed income securities
1403,BFC3540,Modelling in finance
1404,BFC5130,Case studies in banking and finance
1405,BFC5280,Institutional asset and liability management
1406,BFC5914,Bank lending
1407,BFC5915,"Options, futures and risk management"
1408,BFC5916,International banking
1409,BFC5925,Financial management theory
1410,BFC5926,Financial institutions and markets
1411,BFC5935,Portfolio management and theory
1412,BFC5936,Financial modelling
1413,BFF1001,Foundations of finance
1414,BFF2140,Corporate finance 1
1415,BFF2341,International financial management
1416,BFF2401,Commercial banking and finance
1417,BFF2701,Equity markets
1418,BFF3121,Investments and portfolio management
1419,BFF3140,Corporate finance 2
1420,BFF3231,International finance
1421,BFF3351,Investment banking
1422,BFF3651,Treasury management
1423,BFF3751,Derivatives 1
1424,BFF3841,Credit analysis and lending management
1425,BFF5021,Case studies in risk management
1426,BFF5220,Applied investments
1427,BFF5230,Global financial markets
1428,BFF5250,Corporate treasury management
1429,BFF5255,Financial modelling in Python
1430,BFF5270,Funds management
1431,BFF5300,Case studies in finance
1432,BFF5333,Project finance
1433,BFF5340,Applied derivatives
1434,BFF5370,Financial markets and technology
1435,BFF5580,Mergers and acquisitions
1436,BFF5902,Introduction to risk management
1437,BFF5910,Special topics in finance
1438,BFF5954,Business finance
1439,BFF5956,Corporate financing decisions
1440,BFF5958,Financial markets and intermediation
1441,BFI5954,Financial approaches to calculating value and risk
1442,BFM5014,Current issues in international finance
1443,BFM5959,Accounting and finance for international managers
1444,BFS2780,Corporate finance A
1445,BFW1001,Foundations of finance
1446,BFW1310,Introduction to Islamic banking and finance
1447,BFW2140,Corporate finance 1
1448,BFW2341,International financial management
1449,BFW2401,Commercial banking and finance
1450,BFW2751,Derivatives 1
1451,BFW3120,FinTech and its impact on global finance and banking
1452,BFW3121,Investments  and portfolio management
1453,BFW3540,Modelling in finance
1454,BFW3651,Treasury management
1455,BFW3652,Corporate treasury and credit management
1456,BFW3841,Credit analysis and lending management
1457,BFX2140,Corporate finance 1
1458,BFX3301,Treasury and financial markets
1459,BFX3355,Property investment
1460,BFX3871,International study program in banking and finance
1461,BFX3999,Finance and society
1462,BFX4000,Research skills
1463,BFX4001,Corporate finance and intermediation theory
1464,BFX4002,Empirical corporate finance and banking
1465,BFX4003,Econometrics for finance
1466,BFX4004,Asset pricing theory
1467,BFX4005,Empirical asset pricing and investments
1468,BFX4006,Research in finance
1469,BFX5000,Research skills
1470,BFX5001,Corporate finance and intermediation theory
1471,BFX5002,Empirical corporate finance and banking
1472,BFX5003,Econometrics for finance
1473,BFX5004,Asset pricing theory
1474,BFX5005,Empirical asset pricing and investments
1475,BFX5006,Research in finance
1476,BFX5011,Advanced asset pricing
1477,BFX5012,Advanced corporate finance
1478,BFX5014,Advanced behavioural finance
1479,BFX5015,Research project 1
1480,BFX5016,Research project 2
1481,BFX5260,Treasury and financial markets
1482,BFX5860,International study program in banking and finance
1483,BIN3800,Bioinformatics
1484,BIN3890,Research methods in bioinformatics and big data analysis
1485,BIO1011,Blueprints for life
1486,BIO1022,Life on Earth
1487,BIO1042,Life in the environment
1488,BIO2010,Data science for biologists
1489,BIO2011,Ecology and biodiversity
1490,BIO2030,Food security in a changing world
1491,BIO2040,Conservation biology
1492,BIO2181,Evolution of plant diversity
1493,BIO2231,Animal diversity
1494,BIO2242,Animal structure and function
1495,BIO2810,Introduction to ecological applications
1496,BIO3020,Evolutionary ecology
1497,BIO3021,Marine biology
1498,BIO3052,Animal behaviour
1499,BIO3070,Advanced ecology and evolution
1500,BIO3082,Global change biology
1501,BIO3091,Biology of Australian vegetation
1502,BIO3111,Applied ecology
1503,BIO3132,Biology of Australian vertebrates
1504,BIO3800,Tropical environmental management
1505,BIO3810,Tropical aquatic biology
1506,BIO3820,Tropical terrestrial biology
1507,BIO3990,Biology in action research project
1508,BIO4100,Biology research project
1509,BIO4110,Biology research project part time 1
1510,BIO4120,Biology research project part time II
1511,BIO4180,Tropical environmental biology research project
1512,BIO4200,Advanced coursework in biology
1513,BIO4210,Advanced coursework in biology part time 1
1514,BIO4220,Advanced coursework in biology part time 2
1515,BIO4280,Honours coursework in tropical environmental biology
1516,BMA1011,Foundations of anatomy and physiology for health practice 1
1517,BMA1012,Foundations of anatomy and physiology for health practice 2
1518,BMA1901,Human structure and function 1
1519,BMA1902,Human structure and function 2
1520,BME2032,Biomedical industry based learning
1521,BME3030,Integrative biomedical science practical
1522,BME3032,Introduction to the health system
1523,BME3082,Fetal and neonatal development
1524,BMH4100,Biomedicine research project
1525,BMH4110,Biomedicine research project part-time A
1526,BMH4120,Biomedicine research project part-time B
1527,BMH4200,Advanced studies in biomedicine
1528,BMH4210,Advanced studies in biomedicine part-time A
1529,BMH4220,Advanced studies in biomedicine part-time B
1530,BMS1011,Biomedical chemistry
1531,BMS1021,"Cells, tissues and organisms"
1532,BMS1031,Medical biophysics
1533,BMS1042,Public health and preventive medicine
1534,BMS1052,Human neurobiology
1535,BMS1062,Molecular biology
1536,BMS2011,Structure of the human body: An evolutionary and functional perspective
1537,BMS2021,Human molecular cell biology
1538,BMS2031,Body systems
1539,BMS2042,Human genetics
1540,BMS2052,Microbes in health and disease
1541,BMS2062,Introduction to bioinformatics
1542,BMS3031,Molecular mechanisms of disease
1543,BMS3052,Biomedical basis and epidemiology of human disease
1544,BMS3930,Action in biomedical science major research project
1545,BMS3940,Major research project in biomedical science
1546,BMS3990,Action in biomedical science minor research project
1547,BMS4100,Biomedical science research project
1548,BMS4200,Advanced studies in biomedical science
1549,BMS4301,Advanced studies in biomedical science
1550,BMS4302,Biomedical science research project
1551,BMS5001,Research training: Critical thinking and communication skills
1552,BMS5002,"Research techniques: Tissues, organs and systems"
1553,BMS5003,Infectious diseases and population health
1554,BMS5004,Advanced neuroscience
1555,BMS5005,Regenerative medicine and stem cells
1556,BMS5006,Cardiovascular biology and disease
1557,BMS5007,Biotechnology: Commercialising biomedical science
1558,BMS5008,Research project and thesis
1559,BMS5009,Industry training and internship
1560,BMS5012,Cancer biology and therapeutics
1561,BMS5013,"Research training: Ethics and integrity, biostatistics and critical thinking"
1562,BMS5014,Research techniques: Molecular and cellular techniques
1563,BMS5015,"Appetite, Energy Homeostasis and Obesity"
1564,BMS5021,Introduction to Bioinformatics
1565,BMS5022,"Advanced bioinformatics: efficient genome, transcriptome and proteome analysis"
1566,BPS1011,Human physiology I: Cells to systems
1567,BPS1012,Human physiology II: Body systems
1568,BPS1021,Medicinal chemistry I: Structure
1569,BPS1022,Medicinal chemistry II: Reactivity and biomolecules
1570,BPS1031,Physical chemistry I: Equilibria & change
1571,BPS1032,"Physical chemistry II: Solutions, surfaces and solids"
1572,BPS1041,Scientific Inquiry
1573,BPS1042,Pharmaceutical Science in context
1574,BPS2011,Pharmacology I: Biochemical signalling
1575,BPS2012,Pharmacology II: Drug action
1576,BPS2021,Synthetic chemistry I: structure and reactivity
1577,BPS2022,Drug discovery and design
1578,BPS2031,Analytical methods I: principles and applications
1579,BPS2032,Analytical methods II: Investigation design
1580,BPS2041,Drug delivery and Pharmacokinetics
1581,BPS2042,Drug development
1582,BPS3011,Disease-focused pharmacology
1583,BPS3012,Applied pharmaceutical science: From concept to market
1584,BPS3021,Biotechnology
1585,BPS3022,Microbiology and immunology
1586,BPS3031,Computational drug design
1587,BPS3032,Toxicology and advanced pharmacology 
1588,BPS3041,Synthetic chemistry II: Advanced methods
1589,BPS3042,Advanced experimental spectroscopy
1590,BPS3051,Pharmaceutical product development 
1591,BPS3052,Applied pharmacokinetics/dynamics and nanotechnology 
1592,BPS3061,Industrial formulation
1593,BPS3062,Professional experience
1594,BPS3072,Advanced professional experience
1595,BPS4001,Advanced pharmaceutical science (coursework)
1596,BPS4002,Research in pharmaceutical science
1597,BRM5011,Foundations for medical biotechnology and its applications
1598,BRM5012,"Techniques in medical biotechnology: genomics, proteomics and bioinformatics"
1599,BRM5013,"Techniques in medical biotechnology: Imaging, iPS cells, cell and gene therapies"
1600,BRM5014,Therapeutic approaches and biotechnology
1601,BRM5015,Biotechnology research studies
1602,BRM5021,Biotechnology research project
1603,BRM5022,Biotechnology work-integrated learning
1604,BRU0001,Research in accounting and finance
1605,BRU0011,Research in business law and taxation
1606,BRU0021,Research in economics
1607,BRU0031,Research in econometrics and business statistics
1608,BRU0041,Research in marketing
1609,BRU0051,Research in diplomacy and trade
1610,BRU0054,Research in general management
1611,BRU0055,Research in human resource management
1612,BRU0071,Research in health economics
1613,BRU1100,Accounting
1614,BRU1200,Banking and finance
1615,BSA3004,Innovation and entrepreneurship in Silicon Valley
1616,BSA5904,Political economic and business dynamics in Chile and Latin America
1617,BTB1010,Commercial law
1618,BTB2220,Corporations law
1619,BTB3221,Taxation law and practice
1620,BTC1110,Commercial law
1621,BTC2000,Australian company law
1622,BTC3150,Taxation law
1623,BTC3200,Finance law
1624,BTC3300,Marketing law
1625,BTF1010,Business law
1626,BTF2000,Australian corporations law
1627,BTF3601,Banking law
1628,BTF3931,Taxation law
1629,BTF5000,"Corporate governance, risk and social responsibility"
1630,BTF5001,Business regulation and compliance
1631,BTF5110,Regulatory analysis and design
1632,BTF5111,Technology: Risk and regulation in the digital age
1633,BTF5112,Banking and finance regulation
1634,BTF5113,Legal environment of business
1635,BTF5114,Regulatory issues for transnational business
1636,BTF5115,From ride share to ride fair: Risk and regulation in the modern workplace
1637,BTF5116,Employment law in international perspective
1638,BTF5118,Regulatory compliance in practice
1639,BTF5160,The globalisation of law and development in Asia
1640,BTF5235,Workplace and investment taxation
1641,BTF5345,Human rights and global business
1642,BTF5501,Corporations law
1643,BTF5801,Masters research paper
1644,BTF5900,Major research project
1645,BTF5903,Law and business decisions
1646,BTF5905,Global trade governance
1647,BTF5910,Corporate sustainability regulation
1648,BTF5919,International trade law
1649,BTF5955,Business and company law
1650,BTF5965,Taxation law
1651,BTH1802,Fundamentals of biotechnology
1652,BTH2732,Recombinant DNA technology
1653,BTH2741,Biochemistry and metabolism of biomolecules
1654,BTH2752,Cellular metabolomics of macronutrients
1655,BTH2820,Crop science
1656,BTH2830,Fundamentals of microbiology
1657,BTH3722,Medical microbiology
1658,BTH3732,Environmental microbiology
1659,BTH3741,Medical cell biology
1660,BTH3752,Molecular biology and biotechnology
1661,BTH3820,Plant biotechnology
1662,BTH4100,Biotechnology research project
1663,BTH4200,The practice of biotechnology
1664,BTH4280,Honours coursework in biotechnology
1665,BTI5111,Technology: Risk and regulation in the digital age
1666,BTM3290,Independent study
1667,BTM5909,Ethics and global corporate governance
1668,BTM5919,International trade law
1669,BTS2301,South African taxation A
1670,BTS3201,International trade law
1671,BTW1042,Malaysian business law
1672,BTW2213,Malaysian company law
1673,BTW2241,Comparative workplace relations law
1674,BTW2320,Current issues in corporate governance
1675,BTW3153,Malaysian income tax law
1676,BTW3201,International trade law
1677,BTW3221,Taxation law and practice
1678,BTW3233,Conventional and Islamic finance law
1679,BTW3281,Malaysian marketing law
1680,BTX1010,Business law
1681,BTX2000,Australian corporations law
1682,BTX2223,Corporate crime
1683,BTX3100,Sustainability regulation for business
1684,BTX3110,International trade law
1685,BTX3181,Marketing law
1686,BTX3350,Business taxation
1687,BTX3699,Insolvency and reconstruction
1688,BTX3900,Research project in business law or taxation
1689,BTX3991,Employment law
1690,BTX5220,International issues in employment law
1691,BTX5914,"Scandal: Risk, ethics and consequences in finance law"
1692,BTZ5919,International trade law
1693,CAR5001,Road safety fundamentals
1694,CAR5002,Applying behavioural science to road safety
1695,CAR5003,Using data for evidence-based decision-making in road safety
1696,CAR5004,Communicating for influence in road safety
1697,CCS5100,Research project in medical science
1698,CCS5200,Advanced studies in medical science
1699,CDS1002,Communication design studio 2
1700,CDS1511,Photographic art direction
1701,CDS1531,Illustration for narrative
1702,CDS2001,Communication design studio 3
1703,CDS2002,Communication design elective studio
1704,CDS2511,Branding for designers
1705,CDS2512,Packaging design
1706,CDS2521,Creative coding
1707,CDS2522,Creative expression through physical computing
1708,CDS2523,Creative visualisation
1709,CDS2524,Unconventional publishing
1710,CDS2531,Illustration for animation
1711,CDS3001,Communication design studio 4
1712,CDS3002,Communication design studio 5
1713,CEH1001,Information technology exchange unit
1714,CEH1002,Information technology exchange unit
1715,CEH1003,Information technology exchange unit
1716,CEH1004,Information technology exchange unit
1717,CEH2001,Information technology exchange unit
1718,CEH2002,Information technology exchange unit
1719,CEH2003,Information technology exchange unit
1720,CEH2004,Information technology exchange unit
1721,CEH3001,Information technology exchange unit
1722,CEH3002,Information technology exchange unit
1723,CEH3003,Information technology exchange unit
1724,CEH3004,Information technology exchange unit
1725,CEH4001,Information technology exchange unit
1726,CEH4002,Information technology exchange unit
1727,CEH4003,Information technology exchange unit
1728,CEH4004,Information technology exchange unit
1729,CEH5001,Information technology exchange unit
1730,CEH5002,Information technology exchange unit
1731,CEH5003,Information technology exchange unit
1732,CEH5004,Information technology exchange unit
1733,CEM6881,Scanning electron microscopy
1734,CEM6882,Transmission electron microscopy
1735,CHE1010,"Grand challenges in chemical engineering: Delivering sustainable food, water and energy"
1736,CHE2161,Mechanics of fluids
1737,CHE2162,Material and energy balances
1738,CHE2163,Heat and mass transfer
1739,CHE2164,Thermodynamics 1
1740,CHE2166,Introduction to process simulation
1741,CHE2167,Process material selection
1742,CHE2871,Biochemistry for engineers
1743,CHE2873,Introduction to chemical processes
1744,CHE3133,Food engineering
1745,CHE3161,Chemistry and chemical thermodynamics
1746,CHE3162,Process control
1747,CHE3163,Sustainable processing 1
1748,CHE3164,Reaction engineering
1749,CHE3165,Separation processes
1750,CHE3166,Process design
1751,CHE3167,Transport phenomena and numerical methods
1752,CHE3171,Bioprocess technology
1753,CHE3172,Nanotechnology and materials 1
1754,CHE3873,Pilot plant project
1755,CHE4161,Engineer in society
1756,CHE4162,Particle technology
1757,CHE4164,Integrated industrial project 1
1758,CHE4165,Integrated industrial project 2
1759,CHE4170,Design project
1760,CHE4171,Biochemical engineering
1761,CHE4172,Nanotechnology and materials 2
1762,CHE4173,Sustainable processing 2
1763,CHE4180,Chemical engineering project
1764,CHE4801,Chemical process technologies
1765,CHE4802,Process system analysis
1766,CHE4873,Advanced pilot plant project
1767,CHE5110,Advanced thermodynamics
1768,CHE5112,Advanced fluid dynamics
1769,CHE5113,Advanced separation processes
1770,CHE5321,Advanced bioprocess technology
1771,CHE5322,Advanced biochemical engineering
1772,CHE5801,Oil extraction and refining
1773,CHE5802,Oil and fats chemistry
1774,CHE5803,Oleochemical processing
1775,CHE5804,Food processing and innovation
1776,CHE5805,Waste management and biomass transformation
1777,CHE5881,Advanced reaction engineering
1778,CHE5882,Biomass and biorefineries
1779,CHE5883,Nanostructured membranes for separation and energy production
1780,CHE5884,Process modelling and optimisation
1781,CHE5886,Advanced biopolymers
1782,CHE5888,Sustainability and innovation
1783,CHE5889,Food engineering and processing
1784,CHE6110,Advanced thermodynamics
1785,CHE6112,Advanced fluid dynamics
1786,CHE6113,Advanced separation processes
1787,CHE6802,Oil and fats chemistry
1788,CHE6805,Waste management and biomass transformation
1789,CHE6881,Advanced reaction engineering
1790,CHE6882,Biomass and biorefineries
1791,CHE6883,Nanostructured membranes for separation and energy production
1792,CHE6884,Process modelling and optimisation
1793,CHE6886,Advanced biopolymers
1794,CHE6889,Food engineering and processing
1795,CHM1011,Chemistry 1
1796,CHM1022,Chemistry 2
1797,CHM1051,Chemistry 1 advanced
1798,CHM1052,Chemistry 2 advanced
1799,CHM2911,Inorganic and organic chemistry
1800,CHM2922,Spectroscopy and analytical chemistry
1801,CHM2942,Biological chemistry
1802,CHM2951,Environmental chemistry - water
1803,CHM2962,Food chemistry
1804,CHM2990,Introductory chemical research project
1805,CHM3180,Materials chemistry
1806,CHM3911,Advanced physical chemistry
1807,CHM3922,Advanced organic chemistry
1808,CHM3930,Medicinal chemistry
1809,CHM3941,Advanced inorganic chemistry
1810,CHM3952,Advanced analytical chemistry
1811,CHM3960,Environmental chemistry
1812,CHM3972,Sustainable chemistry
1813,CHM3980,Chemistry overseas research project
1814,CHM3990,Chemistry project
1815,CHM4100,Chemistry research project
1816,CHM4110,Chemistry research project part-time A
1817,CHM4120,Chemistry research project part-time B
1818,CHM4180,Medicinal chemistry research project
1819,CHM4201,Chemistry honours coursework
1820,CHM4211,Chemistry honours coursework part-time A
1821,CHM4221,Chemistry honours coursework part-time B
1822,CHM4280,Honours coursework in medicinal chemistry
1823,CIV2206,Structural mechanics
1824,CIV2235,Structural materials
1825,CIV2242,Geomechanics 1
1826,CIV2263,Water systems
1827,CIV2282,Transport and traffic engineering
1828,CIV2283,Civil engineering construction
1829,CIV3204,Engineering investigation
1830,CIV3221,Building structures and technology
1831,CIV3247,Geomechanics 2
1832,CIV3248,Groundwater and environmental geomechanics
1833,CIV3283,Road engineering
